,ROUTE_ID,COMPANY_CODE,ROUTE_NAMEC,ROUTE_NAMES,ROUTE_NAMEE,ROUTE_TYPE,SERVICE_MODE,SPECIAL_TYPE,JOURNEY_TIME,LOC_START_NAMEC,LOC_START_NAMES,LOC_START_NAMEE,LOC_END_NAMEC,LOC_END_NAMES,LOC_END_NAMEE,HYPERLINK_C,HYPERLINK_S,HYPERLINK_E,FULL_FARE,LAST_UPDATE_DATE,START_DISTRICT,END_DISTRICT,TRAVEL_DISTANCE
1263,1000192,KMB,296D,296D,296D,1,R,0,46,尚德,尚德,SHEUNG TAK,九龍站(途經M+),九龙站(途经M+),KOWLOON STATION (via M+),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=296D&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=296D&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=296D&lang=en,10.8,2024-07-19,Sai Kung,Yau Tsim Mong,17263.0
1264,1000193,DB,DB08R,DB08R,DB08R,1,N,0,48,愉景灣,愉景湾,Discovery Bay,中環 (中環３號碼頭),中环 (中环３号码头),Central (Central Pier No. 3),https://www.td.gov.hk/filemanager/tc/content_4796/SofS - RS DB08R - Website - 20240804 TC.pdf,https://www.td.gov.hk/filemanager/sc/content_4796/SofS - RS DB08R - Website - 20240804 TC.pdf,https://www.td.gov.hk/filemanager/en/content_4796/SofS - RS DB08R - Website - 20240804 EN.pdf,63.7,2024-10-16,Islands,Central and Western,16389.0
1265,1000195,KMB,X89D,X89D,X89D,1,T,1,65,泥涌,泥涌,NAI CHUNG,觀塘碼頭(經耀沙路),观塘码头(经耀沙路),KWUN TONG FERRY (via Yiu Sha Road),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=X89D&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=X89D&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=X89D&lang=en,12.1,2023-06-18,Tai Po,Kwun Tong,25430.0
1266,1000203,KMB,279B,279B,279B,1,T,1,58,粉嶺(聯和墟),粉岭(联和墟),FANLING (LUEN WO HUI),葵興站,葵兴站,KWAI HING STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=279B&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=279B&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=279B&lang=en,17.1,2023-06-18,North District,Kwai Tsing,38428.0
1267,1000204,CTB,930B,930B,930B,1,T,1,54,葵盛圍,葵盛围,Kwai Shing Circuit,銅鑼灣(摩頓台)(不經葵芳),铜锣湾(摩顿台)(不经葵芳),Causeway Bay (Moreton Terrace) (omit Kwai Fong),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=930B&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=930B&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=930B&dsmode=1&l=1,20.8,2023-06-10,Kwai Tsing,Wan Chai,16682.0
1268,1000205,CTB,930X,930X,930X,1,T,1,53,荃灣 (愉景新城),荃湾 (愉景新城),Tsuen Wan (Discovery Park),銅鑼灣 (摩頓台)(不停如心廣場),铜锣湾 (摩顿台)(不停如心广场),Causeway Bay (Moreton Terrace) (omit Nina Tower),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=930X&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=930X&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=930X&dsmode=1&l=1,20.8,2023-06-10,Tsuen Wan,Wan Chai,21474.0
1269,1000206,KMB,62P,62P,62P,1,T,1,61,屯門巿中心,屯门巿中心,TUEN MUN CENTRAL,鯉魚門邨,鲤鱼门邨,LEI YUE MUN ESTATE,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=62P&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=62P&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=62P&lang=en,18.8,2024-12-20,Tuen Mun,Kwun Tong,39280.0
1270,1000207,NLB,36,36,36,1,T,1,13,小蠔灣,小蚝湾,Siu Ho Wan,東涌達東路巴士總站,东涌达东路巴士总站,Tung Chung Tat Tung Road Bus Terminus,http://www.nlb.com.hk/route?q=36,http://www.nlb.com.hk/route?q=36,http://www.nlb.com.hk/route?q=36,5.1,2023-06-10,Islands,Islands,9785.0
1271,1000208,NLB,36X,36X,36X,1,T,1,19,滿東邨,满东邨,Mun Tung Estate,迪士尼樂園,迪士尼乐园,Disneyland,http://www.nlb.com.hk/route?q=36X,http://www.nlb.com.hk/route?q=36X,http://www.nlb.com.hk/route?q=36X,10.7,2023-06-18,Islands,Islands,16917.0
1272,1000216,CTB,679,679,679,1,T,1,85,粉嶺皇后山,粉岭皇后山,Queen's Hill Fanling,中環 (香港站),中环 (香港站),Central (Hong Kong Station),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=679&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=679&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=679&dsmode=1&l=1,27.7,2025-01-02,North District,Central and Western,43222.0
1273,1000217,CTB,979,979,979,1,T,1,73,粉嶺皇后山,粉岭皇后山,Queen's Hill Fanling,中環 (香港站),中环 (香港站),Central (Hong Kong Station),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=979&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=979&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=979&dsmode=1&l=1,27.8,2025-01-02,North District,Central and Western,43222.0
1274,1000218,PI,NR334,NR334,NR334,1,R,0,25,馬灣(東灣巴士總站),马湾(东湾巴士总站),Ma Wan (Tung Wan Bus Terminus),香港國際機場(循環線),香港国际机场(循环线),Hong Kong International Airport (Circular),https://www.td.gov.hk/filemanager/tc/content_4796/TNTW/NR334c_20240201.pdf,https://www.td.gov.hk/filemanager/sc/content_4796/TNTW/NR334c_20240201.pdf,https://www.td.gov.hk/filemanager/en/content_4796/TNTW/NR334_20240201.pdf,32.5,2024-07-18,Tsuen Wan,Islands,26473.0
1275,1000219,PI,NR338,NR338,NR338,1,N,0,25,馬灣(東灣巴士總站),马湾(东湾巴士总站),Ma Wan (Tung Wan Bus Terminus),中環碼頭(2號碼頭)(循環線),中环码头(2号码头)(循环线),Central Ferry Piers (Pier 2) (Circular),https://www.td.gov.hk/filemanager/tc/content_4796/TNTW/NR338c_20240101.pdf,https://www.td.gov.hk/filemanager/sc/content_4796/TNTW/NR338c_20240101.pdf,https://www.td.gov.hk/filemanager/en/content_4796/TNTW/NR338_20240101.pdf,32.0,2024-07-18,Tsuen Wan,Central and Western,19926.0
1276,1000220,KMB,281E,281E,281E,1,T,1,54,尖沙咀海防道,尖沙咀海防道,HAIPHONG ROAD TSIM SHA TSUI,廣源,广源,KWONG YUEN,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=281E&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=281E&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=281E&lang=en,10.1,2023-06-18,Yau Tsim Mong,Sha Tin,17037.0
1277,1000231,KMB,269X,269X,269X,1,T,1,68,天瑞,天瑞,TIN SHUI,佐敦西九龍站,佐敦西九龙站,JORDAN WEST KOWLOON STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=269X&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=269X&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=269X&lang=en,17.2,2023-09-22,Yuen Long,Yau Tsim Mong,27139.0
1278,1000233,KMB,78A,78A,78A,1,T,1,12,皇后山,皇后山,QUEEN'S HILL,粉嶺站(循環線)(不經山麗苑),粉岭站(循环线)(不经山丽苑),FANLING STATION (CIRCULAR) (omit Shan Lai Court),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=78A&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=78A&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=78A&lang=en,6.0,2024-09-30,North District,North District,4755.0
1279,1000234,KMB,78A,78A,78A,1,T,1,14,山麗苑,山丽苑,SHAN LAI COURT,粉嶺名都,粉岭名都,FANLING STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=78A&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=78A&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=78A&lang=en,6.0,2024-11-22,North District,North District,4816.0
1280,1000235,LRTFeeder,K65A,K65A,K65A,1,T,1,17,流浮山,流浮山,Lau Fau Shan,天水圍站,天水围站,Tin Shui Wai Station,https://www.mtr.com.hk/ch/customer/services/bus_finder_search_box.html,https://www.mtr.com.hk/ch/customer/services/bus_finder_search_box.html,https://www.mtr.com.hk/en/customer/services/bus_finder_search_box.html,5.1,2024-06-24,Yuen Long,Yuen Long,4582.0
1281,1000236,CTB,973,973,973,1,T,1,103,尖沙咀東(麼地道),尖沙咀东(麽地道),Tsim Sha Tsui East (Mody Road),赤柱(經西九文化區),赤柱(经西九文化区),Stanley (via West Kowloon Cultural District),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=973&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=973&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=973&dsmode=1&l=1,18.1,2025-01-02,Yau Tsim Mong,Southern District,17006.0
1282,1000237,KMB,73B,73B,73B,1,T,1,38,海聯廣場,海联广场,LUEN WO HUI (UNION PLAZA),全安路(那打素醫院),全安路(那打素医院),CHUEN ON ROAD (NETHERSOLE HOSPITAL),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=73B&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=73B&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=73B&lang=en,9.6,2023-06-10,North District,Tai Po,15286.0
1283,1000244,CTB,55,55,55,1,T,1,73,屯門 (菁田及和田),屯门 (菁田及和田),Tuen Mun (Ching Tin and Wo Tin),觀塘碼頭,观塘码头,Kwun Tong Ferry Pier,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=55&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=55&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=55&dsmode=1&l=1,19.4,2025-01-02,Tuen Mun,Kwun Tong,44807.0
1284,1000245,CTB,56,56,56,1,R,0,37,屯門 (菁田及和田),屯门 (菁田及和田),Tuen Mun (Ching Tin and Wo Tin),上水 (天平邨),上水 (天平邨),Sheung Shui (Tin Ping Estate),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=56&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=56&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=56&dsmode=1&l=1,16.0,2025-01-02,Tuen Mun,North District,27514.0
1285,1000246,CTB,952,952,952,1,T,1,45,青龍頭(嘉龍村),青龙头(嘉龙村),Tsing Lung Tau (Ka Loon Tsuen),金鐘(西),金钟(西),Admiralty (West),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=952&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=952&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=952&dsmode=1&l=1,24.2,2023-06-18,Tsuen Wan,Central and Western,26458.0
1286,1000247,CTB,952,952,952,1,T,1,32,馬灣碼頭,马湾码头,Ma Wan Pier,金鐘(西),金钟(西),Admiralty (West),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=952&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=952&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=952&dsmode=1&l=1,24.2,2023-06-18,Tsuen Wan,Central and Western,23643.0
1287,1000248,CTB,962,962,962,1,T,1,88,銅鑼灣(摩頓台),铜锣湾(摩顿台),Causeway Bay (Moreton Terrace),屯門(龍門居)(經掃管笏),屯门(龙门居)(经扫管笏),Tuen Mun (Lung Mun Oasis) (via So Kwun Wat),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=962&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=962&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=962&dsmode=1&l=1,24.2,2025-01-02,Wan Chai,Tuen Mun,41320.0
1288,1000249,CTB,952P,952P,952P,1,T,1,56,黃金海岸,黄金海岸,Gold Coast,銅鑼灣(摩頓台),铜锣湾(摩顿台),Causeway Bay (Moreton Terrace),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=952P&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=952P&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=952P&dsmode=1&l=1,24.2,2023-06-10,Tuen Mun,Wan Chai,34706.0
1289,1000257,CTB,8X,8X,8X,1,T,1,38,小西灣(藍灣半島),小西湾(蓝湾半岛),Siu Sai Wan (Island Resort),摩頓台,摩顿台,Moreton Terrace,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=8X&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=8X&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=8X&dsmode=1&l=1,8.1,2023-06-18,Eastern,Wan Chai,11332.0
1290,1000258,CTB,8X,8X,8X,1,T,1,37,維多利亞公園,维多利亚公园,Victoria Park,小西灣(藍灣半島),小西湾(蓝湾半岛),Siu Sai Wan (Island Resort),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=8X&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=8X&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=8X&dsmode=1&l=1,6.2,2023-06-18,Wan Chai,Eastern,10874.0
1291,1000259,CTB,15C,15C,15C,1,T,1,10,花園道(山頂纜車總站),花园道(山顶缆车总站),Garden Road (Lower Peak Tram Terminus),中環 (香港摩天輪)(不經雪廠街),中环 (香港摩天轮)(不经雪厂街),Central (Hong Kong Observation Wheel) (omit Ice House Street),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=15C&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=15C&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=15C&dsmode=1&l=1,6.1,2025-01-20,Central and Western,Central and Western,1365.0
1292,1000260,KMB,268C,268C,268C,1,T,1,67,觀塘碼頭,观塘码头,KWUN TONG FERRY,朗屏站(不經四美街),朗屏站(不经四美街),LONG PING STATION (omit Sze Mei Street),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=268C&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=268C&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=268C&lang=en,20.8,2023-06-18,Kwun Tong,Yuen Long,36909.0
1293,1000261,CTB,E21B,E21B,E21B,1,T,1,74,東涌(逸東邨),东涌(逸东邨),Tung Chung (Yat Tung Estate),何文田(愛民邨),何文田(爱民邨),Ho Man Tin (Oi Man Estate),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=E21B&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=E21B&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=E21B&dsmode=1&l=1,14.5,2025-01-02,Islands,Kowloon City,34289.0
1294,1000262,CTB,E21D,E21D,E21D,1,T,1,91,航天城,航天城,SKYCITY,大角咀(維港灣),大角咀(维港湾),Tai Kok Tsui (Island Harbourview),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=E21D&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=E21D&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=E21D&dsmode=1&l=1,14.5,2025-01-02,Islands,Yau Tsim Mong,22411.901347275292
1295,1000270,KMB,83K,83K,83K,1,T,1,16,碩門邨,硕门邨,SHEK MUN ESTATE,沙田市中心,沙田市中心,SHA TIN CENTRAL,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=83K&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=83K&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=83K&lang=en,5.2,2023-06-18,Sha Tin,Sha Tin,5687.0
1296,1000271,KMB,961,961,961,1,T,1,78,屯門(山景邨),屯门(山景邨),TUEN MUN (SHAN KING ESTATE),灣仔(會展)(經銅鑼灣),湾仔(会展)(经铜锣湾),WAN CHAI (HKCECE) (via Causeway Bay),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=961&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=961&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=961&lang=en,24.0,2024-10-04,Tuen Mun,Wan Chai,39410.0
1297,1000272,CTB,23X,23X,23X,1,T,1,41,蒲飛路,蒲飞路,Pokfield Road,西灣河,西湾河,Sai Wan Ho,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=23X&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=23X&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=23X&dsmode=1&l=1,13.0,2023-06-18,Central and Western,Eastern,12040.0
1298,1000273,KMB,78B,78B,78B,1,T,1,31,皇后山,皇后山,QUEEN'S HILL,上水(彩園),上水(彩园),SHEUNG SHUI (CHOI YUEN),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=78B&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=78B&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=78B&lang=en,6.7,2025-01-24,North District,North District,4432.0
1299,1000274,CTB,76,76,76,1,T,1,30,黃竹坑站,黄竹坑站,Wong Chuk Hang Station,銅鑼灣(邊寧頓街)(循環線),铜锣湾(边宁顿街)(循环线),Causeway Bay (Pennington Street) (Circular),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=76&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=76&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=76&dsmode=1&l=1,7.0,2024-09-25,Southern District,Wan Chai,7446.0
1300,1000275,CTB,25,25,25,1,T,1,39,中環 (3 號碼頭),中环 (3 号码头),Central (Piers 3),炮台山道,炮台山道,Fortress Hill Road,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=25&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=25&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=25&dsmode=1&l=1,9.4,2024-01-02,Central and Western,Eastern,6273.0
1301,1000132,KMB+CTB,116,116,116,1,T,1,50,炮台山站,炮台山站,FORTRESS HILL STATION,慈雲山(中),慈云山(中),TSZ WAN SHAN (CENTRAL),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=116&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=116&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=116&lang=en,12.2,2023-06-18,Eastern,Wong Tai Sin,14814.0
1302,1000142,KMB,224X,224X,224X,1,T,1,28,啟業,启业,KAI YIP,尖沙咀東(循環線)(不停曲街),尖沙咀东(循环线)(不停曲街),TSIM SHA TSUI EAST (CIRCULAR) (omit Cookie Street),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=224X&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=224X&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=224X&lang=en,8.6,2024-01-19,Central and Western,Yau Tsim Mong,5212.162890777686
1303,1000149,KMB,273A,273A,273A,1,NT,1,23,粉嶺(華明),粉岭(华明),FANLING (WAH MING),上水(彩園),上水(彩园),SHEUNG SHUI (CHOI YUEN),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=273A&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=273A&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=273A&lang=en,5.1,2023-06-18,North District,North District,2817.0
1304,1000150,KMB,276A,276A,276A,1,T,1,38,天富苑欣富閣,天富苑欣富阁,YAN FU HOUSE TIN FU COURT,上水(太平),上水(太平),SHEUNG SHUI (TAI PING),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=276A&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=276A&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=276A&lang=en,10.5,2023-06-18,Yuen Long,North District,22945.0
1305,1000152,KMB,289K,289K,289K,1,NT,1,12,富安花園,富安花园,CHEVALIER GARDEN,大學站,大学站,UNIVERSITY STATION,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=289K&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=289K&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=289K&lang=en,5.3,2023-06-18,Sha Tin,Sha Tin,5509.0
1306,1000196,KMB,40E,40E,40E,1,T,1,60,泥涌,泥涌,NAI CHUNG,葵涌(葵芳邨),葵涌(葵芳邨),KWAI CHUNG (KWAI FONG ESTATE),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=40E&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=40E&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=40E&lang=en,14.3,2023-06-18,Tai Po,Kwai Tsing,36697.0
1307,1000197,KMB,78A,78A,78A,1,R,0,15,皇后山,皇后山,QUEEN'S HILL,粉嶺站(循環線),粉岭站(循环线),FANLING STATION (CIRCULAR),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=78A&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=78A&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=78A&lang=en,6.0,2025-01-24,North District,North District,5040.0
1308,1000198,CTB,78X,78X,78X,1,T,1,66,粉嶺皇后山,粉岭皇后山,Queen's Hill Fanling,啟德,启德,Kai Tak,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=78X&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=78X&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=78X&dsmode=1&l=1,19.6,2025-01-24,North District,Kowloon City,42187.0
1309,1000199,CTB,79X,79X,79X,1,R,0,91,粉嶺皇后山,粉岭皇后山,Queen's Hill Fanling,長沙灣(甘泉街),长沙湾(甘泉街),Cheung Sha Wan (Kom Tsun Street),https://mobile.bravobus.com.hk/nwp3/?f=1&ds=79X&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=79X&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=79X&dsmode=1&l=1,17.2,2025-01-24,North District,Sham Shui Po,44067.0
1310,1000200,KMB,N78,N78,N78,1,NT,1,46,上水,上水,SHEUNG SHUI,沙頭角,沙头角,SHA TAU KOK,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N78&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N78&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=N78&lang=en,16.6,2025-01-24,North District,North District,14066.0
1311,1000201,KMB,5R,5R,5R,1,T,1,14,牛頭角站,牛头角站,NGAU TAU KOK STATION,啟德郵輪碼頭,启德邮轮码头,KAI TAK CRUISE TERMINAL,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=5R&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=5R&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=5R&lang=en,8.1,2024-12-02,Kwun Tong,Kowloon City,5856.0
1312,1000209,LWB,E37C,E37C,E37C,1,T,1,75,天水圍市中心,天水围市中心,TIN SHUI WAI TOWN CENTRE,飛機維修區,飞机维修区,AIRCRAFT MAINTENANCE AREA,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E37C&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E37C&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E37C&lang=en,14.8,2024-02-02,Yuen Long,Islands,39032.0
1313,1000210,LWB,E42C,E42C,E42C,1,T,1,65,博康,博康,POK HONG,飛機維修區,飞机维修区,AIRCRAFT MAINTENANCE AREA,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E42C&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E42C&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=E42C&lang=en,14.8,2024-10-02,Sha Tin,Islands,45337.0
1314,1000211,CTB,797,797,797,1,T,1,69,將軍澳站,将军澳站,Tseung Kwan O Station,新蒲崗,新蒲岗,San Po Kong,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=797&dsmode=1&l=0,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=797&dsmode=1&l=2,https://mobile.bravobus.com.hk/nwp3/?f=1&ds=797&dsmode=1&l=1,10.3,2024-09-27,Sai Kung,Wong Tai Sin,13550.0
1315,1000212,KMB,64X,64X,64X,1,T,1,65,洪水橋(洪元路),洪水桥(洪元路),HUNG SHUI KIU (HUNG YUEN ROAD),香港科學園,香港科学园,HONG KONG SCIENCE PARK,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=64X&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=64X&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=64X&lang=en,16.9,2024-05-17,Yuen Long,Sha Tin,39258.0
1316,1000213,KMB,65X,65X,65X,1,T,1,75,天恩邨,天恩邨,TIN YAN ESTATE,香港科學園,香港科学园,HONG KONG SCIENCE PARK,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=65X&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=65X&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=65X&lang=en,17.2,2023-06-18,Yuen Long,Sha Tin,42827.0
1317,1000215,KMB,31A,31A,31A,1,T,1,30,葵涌邨,葵涌邨,KWAI CHUNG ESTATE,石籬(大隴街),石篱(大陇街),SHEK LEI (TAI LOONG STREET),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=31A&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=31A&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=31A&lang=en,6.0,2023-12-29,Kwai Tsing,Kwai Tsing,2419.0
1318,1000221,LWB,A36,A36,A36,1,T,1,60,機場(地面運輸中心),机场(地面运输中心),AIRPORT (GROUND TRANSPORTATION CENTRE),錦上路站(經民航處),锦上路站(经民航处),KAM SHEUNG ROAD STATION (via CAD Headquarter),https://search.kmb.hk/KMBWebSite/?action=routesearch&route=A36&lang=zh-hk,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=A36&lang=zh-cn,https://search.kmb.hk/KMBWebSite/?action=routesearch&route=A36&lang=en,19.8,2024-12-02,Islands,Yuen Long,45012.0
